% Model:              VerificationExample_7-3.mph
% Version:            COMSOL 5.3.1.201
% Date:               Feb 6 2018, 14:19
% Table:              Table 1 {tbl1} - Point Evaluation 1 {pev1} (sigma_uni)
% T_in (K)               ep_in                    sigma_uni, Point: 2
462.15                   0.0015                   2.873042235E8
462.15                   0.002                    383072298
462.15                   0.0025                   4.788403725E8
462.15                   0.003                    5.528120709893987E8
462.15                   0.0035                   5.678611367871268E8
462.15                   0.004                    5.775694383021964E8
462.15                   0.0045000000000000005    5.851914340333612E8
462.15                   0.005                    5.915883994363201E8
462.15                   0.0055                   5.971445760416696E8
462.15                   0.006                    6.020716749272377E8
462.15                   0.006500000000000001     6.065012791725856E8
462.15                   0.007                    6.10521880099523E8
462.15                   0.0075                   6.141964055028714E8
462.15                   0.008                    6.175715049695563E8
462.15                   0.0085                   6.206828899188185E8
462.15                   0.009000000000000001     6.235586038804473E8
462.15                   0.0095                   6.26221127339739E8
462.15                   0.01                     6.286887882797198E8
462.15                   0.0105                   6.309767395713086E8
462.15                   0.011                    6.33097655532304E8
462.15                   0.0115                   6.350622403683572E8
462.15                   0.012                    6.36879607009867E8
462.15                   0.0125                   6.385575644444175E8
462.15                   0.013000000000000001     6.40102839034031E8
462.15                   0.0135                   6.415212472800962E8
462.15                   0.014                    6.42817832253265E8
462.15                   0.0145                   6.439969723957243E8
462.15                   0.015                    6.450624690044787E8
462.15                   0.0155                   6.460176170330278E8
462.15                   0.016                    6.468652626636642E8
462.15                   0.0165                   6.476078502481847E8
462.15                   0.017                    6.482474605890249E8
462.15                   0.0175                   6.487858420674003E8
462.15                   0.018000000000000002     6.49224435773382E8
462.15                   0.0185                   6.495643955226845E8
462.15                   0.019                    6.498066034334875E8
462.15                   0.0195                   6.499516815674361E8
462.15                   0.02                     6.499999999999999E8
463.15                   0                        0
463.15                   5.0E-4                   95644500
463.15                   0.001                    191289000
463.15                   0.0015                   286933500
463.15                   0.002                    382578000
463.15                   0.0025                   478222500
463.15                   0.003                    5.516492598862952E8
463.15                   0.0035                   5.668121430624101E8
463.15                   0.004                    5.766289570854487E8
463.15                   0.0045000000000000005    5.843428528709582E8
463.15                   0.005                    5.908195711187916E8
463.15                   0.0055                   5.964463426328201E8
463.15                   0.006                    6.014368118423378E8
463.15                   0.006500000000000001     6.059238745297524E8
463.15                   0.007                    6.099969561819818E8
463.15                   0.0075                   6.137196755875354E8
463.15                   0.008                    6.171392096731269E8
463.15                   0.0085                   6.202916826445556E8
463.15                   0.009000000000000001     6.232054679446956E8
463.15                   0.0095                   6.259033143209082E8
463.15                   0.01                     6.284037710475696E8
463.15                   0.0105                   6.307221757540345E8
463.15                   0.011                    6.328713585829234E8
463.15                   0.0115                   6.348621562786899E8
463.15                   0.012                    6.367037952975025E8
463.15                   0.0125                   6.384041824236457E8
463.15                   0.013000000000000001     6.399701286454148E8
463.15                   0.0135                   6.414075239375079E8
463.15                   0.014                    6.427214752981895E8
463.15                   0.0145                   6.439164168433533E8
463.15                   0.015                    6.449961983356417E8
463.15                   0.0155                   6.45964156837694E8
463.15                   0.016                    6.46823174980625E8
463.15                   0.0165                   6.475757284750446E8
463.15                   0.017                    6.482239248592207E8
463.15                   0.0175                   6.487695350083488E8
463.15                   0.018000000000000002     6.492140185732688E8
463.15                   0.0185                   6.495585442437348E8
463.15                   0.019                    6.498040055174558E8
463.15                   0.0195                   6.499510324849924E8
463.15                   0.02                     650000000
464.15                   0                        0
464.15                   5.0E-4                   9.552239550000001E7
464.15                   0.001                    1.9104479100000003E8
464.15                   0.0015                   2.8656718650000006E8
464.15                   0.002                    3.8208958200000006E8
464.15                   0.0025                   4.7761197750000006E8
464.15                   0.003                    5.505022748680787E8
464.15                   0.0035                   5.65776812903985E8
464.15                   0.004                    5.757003799134153E8
464.15                   0.0045000000000000005    5.835048356329399E8
464.15                   0.005                    5.90060208797734E8
464.15                   0.0055                   5.957566377516644E8
464.15                   0.006                    6.008096562398999E8
464.15                   0.006500000000000001     6.053534461269188E8
464.15                   0.007                    6.09478349613544E8
464.15                   0.0075                   6.132486643450415E8
464.15                   0.008                    6.167120857608613E8
464.15                   0.0085                   6.199051442060441E8
464.15                   0.009000000000000001     6.228565378899097E8
464.15                   0.0095                   6.255892797465216E8
464.15                   0.01                     6.281221370543832E8
464.15                   0.0105                   6.304706295088857E8
464.15                   0.011                    6.326477408439593E8
464.15                   0.0115                   6.346644384702132E8
464.15                   0.012                    6.365300607855746E8
464.15                   0.0125                   6.382526110214193E8
464.15                   0.013000000000000001     6.398389836357199E8
464.15                   0.0135                   6.412951410808626E8
464.15                   0.014                    6.426262534229677E8
464.15                   0.0145                   6.4383680970786E8
464.15                   0.015                    6.449307075201383E8
464.15                   0.0155                   6.45911325475209E8
464.15                   0.016                    6.467815821736057E8
464.15                   0.0165                   6.475439842739228E8
464.15                   0.017                    6.482006657011921E8
464.15                   0.0175                   6.487534195317584E8
464.15                   0.018000000000000002     6.492037237361937E8
464.15                   0.0185                   6.495527616855179E8
464.15                   0.019                    6.498014381097198E8
464.15                   0.0195                   6.499503910245031E8
464.15                   0.02                     650000000
465.15                   0                        0
465.15                   5.0E-4                   95401824
465.15                   0.001                    190803648
465.15                   0.0015                   286205472
465.15                   0.002                    381607296
465.15                   0.0025                   477009120
465.15                   0.003                    5.493716196746155E8
465.15                   0.0035                   5.647556300270907E8
465.15                   0.004                    5.747841554407098E8
465.15                   0.0045000000000000005    5.82677794073264E8
465.15                   0.005                    5.893106894452453E8
465.15                   0.0055                   5.950758062211543E8
465.15                   0.006                    6.001905233077948E8
465.15                   0.006500000000000001     6.047902817963698E8
465.15                   0.007                    6.089663229174318E8
465.15                   0.0075                   6.12783610831127E8
465.15                   0.008                    6.162903504884164E8
465.15                   0.0085                   6.195234715795245E8
465.15                   0.009000000000000001     6.225119918098578E8
465.15                   0.0095                   6.252791841200551E8
465.15                   0.01                     6.278440304163141E8
465.15                   0.0105                   6.302222296912587E8
465.15                   0.011                    6.324269169708182E8
465.15                   0.0115                   6.344691884021672E8
465.15                   0.012                    6.363584926914917E8
465.15                   0.0125                   6.381029281244879E8
465.15                   0.013000000000000001     6.39709471434464E8
465.15                   0.0135                   6.411841565228016E8
465.15                   0.014                    6.425322156347197E8
465.15                   0.0145                   6.437581919767705E8
465.15                   0.015                    6.448660302895588E8
465.15                   0.0155                   6.458591501654408E8
465.15                   0.016                    6.46740505678057E8
465.15                   0.0165                   6.475126340085573E8
465.15                   0.017                    6.481776951071787E8
465.15                   0.0175                   6.487375039480474E8
465.15                   0.018000000000000002     6.491935565717157E8
465.15                   0.0185                   6.495470508306999E8
465.15                   0.019                    6.497989025346566E8
465.15                   0.0195                   6.499497575168753E8
465.15                   0.02                     650000000
466.15                   0                        0
466.15                   5.0E-4                   9.528284850000001E7
466.15                   0.001                    1.9056569700000003E8
466.15                   0.0015                   2.8584854550000006E8
466.15                   0.002                    3.8113139400000006E8
466.15                   0.0025                   4.7641424250000006E8
466.15                   0.003                    5.482577956198229E8
466.15                   0.0035                   5.63749076368726E8
466.15                   0.004                    5.738807310697232E8
466.15                   0.0045000000000000005    5.818621390556151E8
466.15                   0.005                    5.885713893859667E8
466.15                   0.0055                   5.944041923857967E8
466.15                   0.006                    5.995797278770185E8
466.15                   0.006500000000000001     6.042346691031504E8
466.15                   0.007                    6.084611384169077E8
466.15                   0.0075                   6.123247539527029E8
466.15                   0.008                    6.158742210017974E8
466.15                   0.0085                   6.191468616617265E8
466.15                   0.009000000000000001     6.221720077420076E8
466.15                   0.0095                   6.249731879065123E8
466.15                   0.01                     6.275695952246548E8
466.15                   0.0105                   6.299771051419711E8
466.15                   0.011                    6.32209001611974E8
466.15                   0.0115                   6.342765075324161E8
466.15                   0.012                    6.361891802351857E8
466.15                   0.0125                   6.379552116247153E8
466.15                   0.013000000000000001     6.395816594778448E8
466.15                   0.0135                   6.410746280834194E8
466.15                   0.014                    6.424394109481888E8
466.15                   0.0145                   6.436806046449562E8
466.15                   0.015                    6.448022003822467E8
466.15                   0.0155                   6.45807658134209E8
466.15                   0.016                    6.466999669344628E8
466.15                   0.0165                   6.474816940467561E8
466.15                   0.017                    6.481550250725448E8
466.15                   0.0175                   6.487217965698817E8
466.15                   0.018000000000000002     6.491835223908728E8
466.15                   0.0185                   6.495414146627955E8
466.15                   0.019                    6.497964001170268E8
466.15                   0.0195                   6.499491322931124E8
466.15                   0.02                     650000000
467.15                   0                        0
467.15                   5.0E-4                   95165532
467.15                   0.001                    190331064
467.15                   0.0015                   285496596
467.15                   0.002                    380662128
467.15                   0.0025                   475827660
467.15                   0.003                    5.471613017575715E8
467.15                   0.0035                   5.627576321715872E8
467.15                   0.004                    5.729905530009835E8
467.15                   0.0045000000000000005    5.810582805865209E8
467.15                   0.005                    5.878426843201644E8
467.15                   0.0055                   5.937421401283184E8
467.15                   0.006                    5.989775844339931E8
467.15                   0.006500000000000001     6.036868953542699E8
467.15                   0.007                    6.079630582422152E8
467.15                   0.0075                   6.118723324731027E8
467.15                   0.008                    6.154639143413249E8
467.15                   0.0085                   6.18775511272855E8
467.15                   0.009000000000000001     6.218367636697568E8
467.15                   0.0095                   6.246714515340714E8
467.15                   0.01                     6.272989755470303E8
467.15                   0.0105                   6.297353846881087E8
467.15                   0.011                    6.319941094095501E8
467.15                   0.0115                   6.340864973178272E8
467.15                   0.012                    6.360222126393398E8
467.15                   0.0125                   6.378095394191982E8
467.15                   0.013000000000000001     6.394556152087808E8
467.15                   0.0135                   6.409666135902501E8
467.15                   0.014                    6.423478883856931E8
467.15                   0.0145                   6.436040887145686E8
467.15                   0.015                    6.447392515432243E8
467.15                   0.0155                   6.457568766132121E8
467.15                   0.016                    6.466599873882728E8
467.15                   0.0165                   6.474511807603405E8
467.15                   0.017                    6.481326675957347E8
467.15                   0.0175                   6.48706305712141E8
467.15                   0.018000000000000002     6.491736265061586E8
467.15                   0.0185                   6.495358561661556E8
467.15                   0.019                    6.49793932181967E8
467.15                   0.0195                   6.499485156843133E8
467.15                   0.02                     650000000
468.15                   0                        0
468.15                   5.0E-4                   9.50499375E7
468.15                   0.001                    190099875
468.15                   0.0015                   2.851498125E8
468.15                   0.002                    380199750
468.15                   0.0025                   4.752496875E8
468.15                   0.003                    5.46082635045348E8
468.15                   0.0035                   5.617817760704544E8
468.15                   0.004                    5.721140662856317E8
468.15                   0.0045000000000000005    5.802666278500835E8
468.15                   0.005                    5.871249493480226E8
468.15                   0.0055                   5.930899928872408E8
468.15                   0.006                    5.983844071335484E8
468.15                   0.006500000000000001     6.031472476084133E8
468.15                   0.007                    6.074723443378929E8
468.15                   0.0075                   6.114265850176057E8
468.15                   0.008                    6.150596474457989E8
468.15                   0.0085                   6.18409617159714E8
468.15                   0.009000000000000001     6.215064375247551E8
468.15                   0.0095                   6.243741353957883E8
468.15                   0.01                     6.270323154286247E8
468.15                   0.0105                   6.294971971438833E8
468.15                   0.011                    6.317823549998962E8
468.15                   0.0115                   6.338992592146369E8
468.15                   0.012                    6.358576791295978E8
468.15                   0.0125                   6.376659894103597E8
468.15                   0.013000000000000001     6.393314060769248E8
468.15                   0.0135                   6.408601708782287E8
468.15                   0.014                    6.42257696977054E8
468.15                   0.0145                   6.435286851949494E8
468.15                   0.015                    6.446772175240991E8
468.15                   0.0155                   6.45706832839937E8
468.15                   0.016                    6.466205884898212E8
468.15                   0.0165                   6.474211105250757E8
468.15                   0.017                    6.481106346782169E8
468.15                   0.0175                   6.48691039691879E8
468.15                   0.018000000000000002     6.49163874231495E8
468.15                   0.0185                   6.4953037832595E8
468.15                   0.019                    6.497915000549834E8
468.15                   0.0195                   6.499479080216696E8
468.15                   0.02                     650000000
469.15                   0                        0
469.15                   5.0E-4                   94936128
469.15                   0.001                    189872256
469.15                   0.0015                   284808384
469.15                   0.002                    379744512
469.15                   0.0025                   474680640
469.15                   0.003                    5.450222905062969E8
469.15                   0.0035                   5.608219851810395E8
469.15                   0.004                    5.712517148800172E8
469.15                   0.0045000000000000005    5.794875892443324E8
469.15                   0.005                    5.864185589951538E8
469.15                   0.0055                   5.924480936753671E8
469.15                   0.006                    5.978005098125877E8
469.15                   0.006500000000000001     6.02616012686163E8
469.15                   0.007                    6.069892584704677E8
469.15                   0.0075                   6.109877500792356E8
469.15                   0.008                    6.146616371568596E8
469.15                   0.0085                   6.180493759989655E8
469.15                   0.009000000000000001     6.21181207189316E8
469.15                   0.0095                   6.240813998513532E8
469.15                   0.01                     6.267697588934337E8
469.15                   0.0105                   6.292626713114997E8
469.15                   0.011                    6.315738530141605E8
469.15                   0.0115                   6.337148946788017E8
469.15                   0.012                    6.356956689347504E8
469.15                   0.0125                   6.375246395060196E8
469.15                   0.013000000000000001     6.39209099538652E8
469.15                   0.0135                   6.407553577896245E8
469.15                   0.014                    6.421688857594993E8
469.15                   0.0145                   6.434544351025193E8
469.15                   0.015                    6.446161320829489E8
469.15                   0.0155                   6.456575540575501E8
469.15                   0.016                    6.465817916942307E8
469.15                   0.0165                   6.473914997205904E8
469.15                   0.017                    6.480889383244218E8
469.15                   0.0175                   6.486760068282765E8
469.15                   0.018000000000000002     6.491542708822026E8
469.15                   0.0185                   6.495249841281519E8
469.15                   0.019                    6.49789105061944E8
469.15                   0.0195                   6.499473096364641E8
469.15                   0.02                     650000000
470.15                   0                        0
470.15                   5.0E-4                   9.48241665E7
470.15                   0.001                    189648333
470.15                   0.0015                   2.844724995E8
470.15                   0.002                    379296666
470.15                   0.0025                   4.741208325E8
470.15                   0.003                    5.439807613901814E8
470.15                   0.0035                   5.598787351913073E8
470.15                   0.004                    5.704039417024188E8
470.15                   0.0045000000000000005    5.787215724192048E8
470.15                   0.005                    5.85723887239335E8
470.15                   0.0055                   5.918167850991865E8
470.15                   0.006                    5.972262060044383E8
470.15                   0.006500000000000001     6.020934771807295E8
470.15                   0.007                    6.065140622365235E8
470.15                   0.0075                   6.105560660248332E8
470.15                   0.008                    6.142701002235448E8
470.15                   0.0085                   6.176949844005256E8
470.15                   0.009000000000000001     6.208612504989171E8
470.15                   0.0095                   6.23793405228902E8
470.15                   0.01                     6.26511449945545E8
470.15                   0.0105                   6.290319359820284E8
470.15                   0.011                    6.313687180788548E8
470.15                   0.0115                   6.335335051663308E8
470.15                   0.012                    6.355362712868994E8
470.15                   0.0125                   6.373855676194353E8
470.15                   0.013000000000000001     6.39088763057018E8
470.15                   0.0135                   6.406522321739469E8
470.15                   0.014                    6.420815037775377E8
470.15                   0.0145                   6.433813794606396E8
470.15                   0.015                    6.44556028984185E8
470.15                   0.0155                   6.456090675147699E8
470.15                   0.016                    6.465436184612995E8
470.15                   0.0165                   6.473623647302834E8
470.15                   0.017                    6.480675905416666E8
470.15                   0.0175                   6.486612154425873E8
470.15                   0.018000000000000002     6.491448217749631E8
470.15                   0.0185                   6.495196765595143E8
470.15                   0.019                    6.497867485290681E8
470.15                   0.0195                   6.499467208600682E8
470.15                   0.02                     650000000
471.15                   0                        0
471.15                   5.0E-4                   94714116
471.15                   0.001                    189428232
471.15                   0.0015                   284142348
471.15                   0.002                    378856464
471.15                   0.0025                   473570580
471.15                   0.003                    5.429585393337587E8
471.15                   0.0035                   5.589525004552891E8
471.15                   0.004                    5.695711886918983E8
471.15                   0.0045000000000000005    5.779689843161597E8
471.15                   0.005                    5.850413075384716E8
471.15                   0.0055                   5.911964093792024E8
471.15                   0.006                    5.966618089538958E8
471.15                   0.006500000000000001     6.015799274692018E8
471.15                   0.007                    6.060470170711528E8
471.15                   0.0075                   6.101317711014087E8
471.15                   0.008                    6.138852533070446E8
471.15                   0.0085                   6.173466389110957E8
471.15                   0.009000000000000001     6.20546745244791E8
471.15                   0.0095                   6.235103118268822E8
471.15                   0.01                     6.262575325704454E8
471.15                   0.0105                   6.288051199362873E8
471.15                   0.011                    6.311670648164121E8
471.15                   0.0115                   6.333551921336045E8
471.15                   0.012                    6.353795754215987E8
471.15                   0.0125                   6.372488516693187E8
471.15                   0.013000000000000001     6.389704641016916E8
471.15                   0.0135                   6.405508518878238E8
471.15                   0.014                    6.419956000828087E8
471.15                   0.0145                   6.433095592994518E8
471.15                   0.015                    6.44496941998393E8
471.15                   0.0155                   6.455614004657211E8
471.15                   0.016                    6.465060902553751E8
471.15                   0.0165                   6.473337219412181E8
471.15                   0.017                    6.480466033400755E8
471.15                   0.0175                   6.48646673858079E8
471.15                   0.018000000000000002     6.491355322277812E8
471.15                   0.0185                   6.495144586075494E8
471.15                   0.019                    6.497844317829173E8
471.15                   0.0195                   6.499461420239396E8
471.15                   0.02                     650000000
472.15                   0                        0
472.15                   5.0E-4                   9.46060395E7
472.15                   0.001                    189212079
472.15                   0.0015                   2.838181185E8
472.15                   0.002                    378424158
472.15                   0.0025                   4.730301975E8
472.15                   0.003                    5.419561145209895E8
472.15                   0.0035                   5.580437540893992E8
472.15                   0.004                    5.687538968692886E8
472.15                   0.0045000000000000005    5.772302312094297E8
472.15                   0.005                    5.843711928597963E8
472.15                   0.0055                   5.905873083711846E8
472.15                   0.006                    5.961076316329587E8
472.15                   0.006500000000000001     6.010756497243088E8
472.15                   0.007                    6.05588384256787E8
472.15                   0.0075                   6.097151034427677E8
472.15                   0.008                    6.135073129856527E8
472.15                   0.0085                   6.170045360178294E8
472.15                   0.009000000000000001     6.202378691766033E8
472.15                   0.0095                   6.232322799159682E8
472.15                   0.01                     6.260081507363534E8
472.15                   0.0105                   6.285823519457269E8
472.15                   0.011                    6.309690078457353E8
472.15                   0.0115                   6.331800570376701E8
472.15                   0.012                    6.352256705779674E8
472.15                   0.0125                   6.371145695798216E8
472.15                   0.013000000000000001     6.38854270148853E8
472.15                   0.0135                   6.404512747948488E8
472.15                   0.014                    6.419112237339017E8
472.15                   0.0145                   6.43239015655689E8
472.15                   0.015                    6.444389049021518E8
472.15                   0.0155                   6.455145801697681E8
472.15                   0.016                    6.464692285452086E8
472.15                   0.0165                   6.473055877440037E8
472.15                   0.017                    6.480259887324842E8
472.15                   0.0175                   6.486323903999654E8
472.15                   0.018000000000000002     6.491264075599382E8
472.15                   0.0185                   6.495093332605013E8
472.15                   0.019                    6.497821561503823E8
472.15                   0.0195                   6.499455734596187E8
472.15                   0.02                     650000000
473.15                   0                        0
473.15                   5.0E-4                   94500000
473.15                   0.001                    189000000
473.15                   0.0015                   283500000
473.15                   0.002                    378000000
473.15                   0.0025                   472500000
473.15                   0.003                    5.409739758434783E8
473.15                   0.0035                   5.571529680712751E8
473.15                   0.004                    5.679525064003232E8
473.15                   0.0045000000000000005    5.765057187489156E8
473.15                   0.005                    5.837139157103039E8
473.15                   0.0055                   5.899898235883526E8
473.15                   0.006                    5.955639867572598E8
473.15                   0.006500000000000001     6.005809299267018E8
473.15                   0.007                    6.051384249324099E8
473.15                   0.0075                   6.093063010764174E8
473.15                   0.008                    6.131364957599149E8
473.15                   0.0085                   6.166688721521343E8
473.15                   0.009000000000000001     6.199348000052176E8
473.15                   0.0095                   6.229594697410306E8
473.15                   0.01                     6.25763448395575E8
473.15                   0.0105                   6.283637607733207E8
473.15                   0.011                    6.307746617827358E8
473.15                   0.0115                   6.330082013365211E8
473.15                   0.012                    6.350746459987818E8
473.15                   0.0125                   6.369827992804939E8
473.15                   0.013000000000000001     6.387402486810653E8
473.15                   0.0135                   6.403535587653983E8
473.15                   0.014                    6.418284237961489E8
473.15                   0.0145                   6.431697895724618E8
473.15                   0.015                    6.44381951477828E8
473.15                   0.0155                   6.454686338913293E8
473.15                   0.016                    6.46433054803795E8
473.15                   0.0165                   6.472779785326627E8
473.15                   0.017                    6.480057587343401E8
473.15                   0.0175                   6.486183733953322E8
473.15                   0.018000000000000002     6.491174530919446E8
473.15                   0.0185                   6.495043035073185E8
473.15                   0.019                    6.497799229586716E8
473.15                   0.0195                   6.499450154987264E8
473.15                   0.02                     650000000
474.15                   0                        0
474.15                   5.0E-4                   94395000
474.15                   0.001                    188790000
474.15                   0.0015                   283185000
474.15                   0.002                    377580000
474.15                   0.0025                   471975000
474.15                   0.003                    5.400028107723607E8
474.15                   0.0035                   5.562717184614391E8
474.15                   0.004                    5.671594507798535E8
474.15                   0.0045000000000000005    5.757886121974568E8
474.15                   0.005                    5.830632790501608E8
474.15                   0.0055                   5.89398323929E8
474.15                   0.006                    5.950257521440636E8
474.15                   0.006500000000000001     6.000911079249133E8
474.15                   0.007                    6.0469290135881E8
474.15                   0.0075                   6.089015144643708E8
474.15                   0.008                    6.127693102273563E8
474.15                   0.0085                   6.163364872373168E8
474.15                   0.009000000000000001     6.196346847794504E8
474.15                   0.0095                   6.226893134027362E8
474.15                   0.01                     6.255211223845168E8
474.15                   0.0105                   6.281472891448205E8
474.15                   0.011                    6.3058219763734E8
474.15                   0.0115                   6.328380077760496E8
474.15                   0.012                    6.349250805239353E8
474.15                   0.0125                   6.368523008446317E8
474.15                   0.013000000000000001     6.386273268210797E8
474.15                   0.0135                   6.40256784375599E8
474.15                   0.014                    6.417464212147645E8
474.15                   0.0145                   6.431012297257265E8
474.15                   0.015                    6.443255458821557E8
474.15                   0.0155                   6.454231293555305E8
474.15                   0.016                    6.463972287045684E8
474.15                   0.0165                   6.472506345604113E8
474.15                   0.017                    6.479857230246435E8
474.15                   0.0175                   6.486044909754988E8
474.15                   0.018000000000000002     6.49108584582966E8
474.15                   0.0185                   6.494993220299556E8
474.15                   0.019                    6.497777111988429E8
474.15                   0.0195                   6.499444628922117E8
474.15                   0.02                     650000000
475.15                   0                        0
475.15                   5.0E-4                   94290000
475.15                   0.001                    188580000
475.15                   0.0015                   282870000
475.15                   0.002                    377160000
475.15                   0.0025                   471450000
475.15                   0.003                    5.39032979603329E8
475.15                   0.0035                   5.553912683945383E8
475.15                   0.004                    5.663668723880312E8
475.15                   0.0045000000000000005    5.750718085775121E8
475.15                   0.005                    5.824128394463993E8
475.15                   0.0055                   5.888069523162956E8
475.15                   0.006                    5.944875986160293E8
475.15                   0.006500000000000001     5.99601334207044E8
475.15                   0.007                    6.04247402834096E8
475.15                   0.0075                   6.084967363722723E8
475.15                   0.008                    6.124021215176375E8
475.15                   0.0085                   6.160040910010314E8
475.15                   0.009000000000000001     6.19334552738783E8
475.15                   0.0095                   6.22419136753561E8
475.15                   0.01                     6.252787740798372E8
475.15                   0.0105                   6.279307943874518E8
475.15                   0.011                    6.303897103945094E8
475.15                   0.0115                   6.32667791797606E8
475.15                   0.012                    6.347754937862828E8
475.15                   0.0125                   6.367217826395891E8
475.15                   0.013000000000000001     6.385143869137089E8
475.15                   0.0135                   6.401599937990656E8
475.15                   0.014                    6.416644043733658E8
475.15                   0.0145                   6.4303265755214E8
475.15                   0.015                    6.442691298502117E8
475.15                   0.0155                   6.453776161910517E8
475.15                   0.016                    6.463613956679484E8
475.15                   0.0165                   6.47223285198323E8
475.15                   0.017                    6.479656833064638E8
475.15                   0.0175                   6.48590605744078E8
475.15                   0.018000000000000002     6.490997142602243E8
475.15                   0.0185                   6.494943395261674E8
475.15                   0.019                    6.49775498980884E8
475.15                   0.0195                   6.499439101708754E8
475.15                   0.02                     650000000
476.15                   0                        0
476.15                   5.0E-4                   94185000
476.15                   0.001                    188370000
476.15                   0.0015                   282555000
476.15                   0.002                    376740000
476.15                   0.0025                   470925000
476.15                   0.003                    5.380644796200881E8
476.15                   0.0035                   5.545116196609635E8
476.15                   0.004                    5.655747741069645E8
476.15                   0.0045000000000000005    5.743553107294905E8
476.15                   0.005                    5.81762599484429E8
476.15                   0.0055                   5.88215711053159E8
476.15                   0.006                    5.939495282111045E8
476.15                   0.006500000000000001     5.991116105735036E8
476.15                   0.007                    6.038019309486138E8
476.15                   0.0075                   6.080919682052052E8
476.15                   0.008                    6.120349308722223E8
476.15                   0.0085                   6.15671684539811E8
476.15                   0.009000000000000001     6.19034404850942E8
476.15                   0.0095                   6.221489406463816E8
476.15                   0.01                     6.250364042317098E8
476.15                   0.0105                   6.277142771593231E8
476.15                   0.011                    6.301972006296643E8
476.15                   0.0115                   6.324975539022441E8
476.15                   0.012                    6.346258862199453E8
476.15                   0.0125                   6.365912450392405E8
476.15                   0.013000000000000001     6.384014292786309E8
476.15                   0.0135                   6.400631873067925E8
476.15                   0.014                    6.415823734993153E8
476.15                   0.0145                   6.429640732400937E8
476.15                   0.015                    6.442127035357424E8
476.15                   0.0155                   6.453320945210338E8
476.15                   0.016                    6.463255557902681E8
476.15                   0.0165                   6.471959305195148E8
476.15                   0.017                    6.479456396331203E8
476.15                   0.0175                   6.485767177378657E8
476.15                   0.018000000000000002     6.490908421471493E8
476.15                   0.0185                   6.494893560090811E8
476.15                   0.019                    6.497732863106127E8
476.15                   0.0195                   6.499433573361696E8
476.15                   0.02                     650000000
477.15                   0                        0
477.15                   5.0E-4                   94080000
477.15                   0.001                    188160000
477.15                   0.0015                   282240000
477.15                   0.002                    376320000
477.15                   0.0025                   470400000
477.15                   0.003                    5.370973081446098E8
477.15                   0.0035                   5.536327740445309E8
477.15                   0.004                    5.647831588065101E8
477.15                   0.0045000000000000005    5.736391214841571E8
477.15                   0.005                    5.811125617421972E8
477.15                   0.0055                   5.876246024365312E8
477.15                   0.006                    5.934115429622763E8
477.15                   0.006500000000000001     5.986219388204706E8
477.15                   0.007                    6.033564872890267E8
477.15                   0.0075                   6.076872113650043E8
477.15                   0.008                    6.116677395296819E8
477.15                   0.0085                   6.153392689475995E8
477.15                   0.009000000000000001     6.187342420813282E8
477.15                   0.0095                   6.218787259319854E8
477.15                   0.01                     6.24794013588433E8
477.15                   0.0105                   6.274977381168633E8
477.15                   0.011                    6.300046689167261E8
477.15                   0.0115                   6.32327294589686E8
477.15                   0.012                    6.344762582578688E8
477.15                   0.0125                   6.364606884164295E8
477.15                   0.013000000000000001     6.38288454234628E8
477.15                   0.0135                   6.39966365169002E8
477.15                   0.014                    6.415003288193187E8
477.15                   0.0145                   6.428954769774271E8
477.15                   0.015                    6.441562670920377E8
477.15                   0.0155                   6.452865644682484E8
477.15                   0.016                    6.46289709167569E8
477.15                   0.0165                   6.471685705968802E8
477.15                   0.017                    6.479255920577675E8
477.15                   0.0175                   6.485628269935434E8
477.15                   0.018000000000000002     6.490819682670974E8
477.15                   0.0185                   6.494843714917829E8
477.15                   0.019                    6.497710731938288E8
477.15                   0.0195                   6.499428043895416E8
477.15                   0.02                     650000000
478.15                   0                        0
478.15                   5.0E-4                   93975000
478.15                   0.001                    187950000
478.15                   0.0015                   281925000
478.15                   0.002                    375900000
478.15                   0.0025                   469875000
478.15                   0.003                    5.361314625381261E8
478.15                   0.0035                   5.527547333224672E8
